jonny,1540
said,689
conover,347
back,329
like,325
one,249
could,235
man,233
ice,218
zamora,169
would,169
get,163
sumi,160
know,160
easy,159
asked,156
around,154
thought,153
something,152
right,150
time,138
head,137
eyes,135
committee,134
got,132
way,131
away,129
room,128
face,127
groucho,125
took,115
looked,114
little,113
came,111
old,110
see,110
going,108
hand,107
colonel,106
still,101
left,94
knew,93
lord,91
people,91
new,90
felt,90
boy,90
virtue,89
door,89
found,89
behind,89
nimble,89
smuggler,88
think,84
light,84
hands,83
across,83
turned,82
two,82
floor,81
dead,81
small,80
look,79
moved,76
city,75
set,74
go,74
long,74
made,74
air,72
good,72
moving,71
saw,70
place,70
tell,69
money,68
seemed,66
went,66
boys,66
want,65
much,65
open,64
wall,64
let,63
voice,63
shoulder,63
first,63
side,62
moment,62
arm,62
smiled,60
street,60
end,60
come,60
croakers,60
inside,59
virus,59
gun,59
alpha,59
make,59
take,58
heard,58
bar,58
life,57
along,57
pulled,57
body,57
keep,57
rats,57
really,56
car,56
onto,56
fingers,55
half,55
glass,54
told,54
nodded,54
trying,53
put,53
never,52
ricos,52
deal,52
black,52
men,51
last,51
gone,50
another,50
roof,50
sure,50
started,49
meat,49
might,49
us,48
held,48
later,48
nothing,48
years,47
world,47
white,47
night,46
even,46
futukoro,46
skid,46
far,46
feet,46
well,45
someone,45
walls,45
plastic,45
tried,44
cut,44
shook,44
maybe,43
blood,43
ran,43
ray,43
work,42
pushed,42
running,42
part,42
anything,41
shot,41
laughed,41
almost,41
top,41
war,40
picked,40
bed,40
three,40
hard,40
find,40
kind,40
table,40
always,39
walked,39
looking,39
enough,39
move,38
kept,38
toward,38
thing,38
sound,38
random,38
sat,37
dark,37
anarchist,37
arms,37
leaned,37
say,36
fire,36
yeah,36
skull,36
front,36
coming,36
gave,36
hear,36
moon,36
van,36
second,35
sand,35
young,35
next,35
caught,35
death,35
mind,35
metal,35
hit,35
called,35
touched,34
lay,34
fell,34
big,34
mister,34
hot,33
smell,33
working,33
whole,33
high,33
woman,33
wondered,33
hovercar,32
near,32
business,32
seen,32
chest,32
skin,32
reached,32
pit,32
without,32
closed,32
stood,31
rest,31
burning,31
full,31
heavy,31
japanese,31
lights,31
run,31
talking,31
others,31
taking,31
crowd,30
many,30
couple,30
hills,30
together,30
los,30
hell,30
empty,30
used,30
though,30
outside,30
feeling,29
love,29
course,29
great,29
holding,29
low,29
lot,29
help,29
need,29
give,29
water,29
kill,29
feel,29
opened,29
brought,28
things,28
ever,28
hollywood,28
tokyo,28
pain,28
blue,28
already,28
meters,28
fat,28
waiting,28
window,28
doors,27
mean,27
sense,27
link,27
yelled,27
shrugged,27
video,27
else,27
talk,27
lost,27
better,27
yes,27
shit,27
deep,27
understand,27
dozen,26
breath,26
followed,26
began,26
kid,26
forward,26
throat,26
everything,26
passed,26
legs,25
leave,25
gordon,25
slid,25
stuff,25
arab,25
club,25
ground,25
arabs,25
cell,25
lords,25
fuck,25
edge,25
hours,24
sight,24
thin,24
drug,24
drink,24
brain,24
real,24
since,24
beyond,24
bad,24
teeth,24
bottle,24
red,24
days,24
quickly,24
oh,24
wind,23
power,23
replied,23
pressed,23
stomach,23
angeles,23
clear,23
however,23
drugs,23
dropped,23
name,23
boot,23
alone,22
certain,22
sometimes,22
somewhere,22
cold,22
close,22
probably,22
gray,22
shoulders,22
point,22
appeared,22
gangs,22
broken,22
done,22
must,22
wanted,22
finger,22
techs,22
cheap,22
swung,22
lying,22
leaving,22
use,22
getting,22
sweat,22
wrong,21
pocket,21
son,21
watched,21
sell,21
also,21
pale,21
government,21
elevator,21
gonna,21
stopped,21
everybody,21
seeing,21
surface,21
stay,21
jacket,21
finally,21
seat,21
burned,21
driver,21
flat,21
short,21
afraid,21
croaker,20
image,20
realized,20
building,20
lit,20
lips,20
wearing,20
stop,20
mad,20
house,20
least,20
remembered,20
single,20
hundred,20
faces,20
quick,20
turn,20
wood,20
pilot,20
watching,20
hold,19
mouth,19
case,19
ago,19
animal,19
system,19
hope,19
chance,19
green,19
hologram,19
remained,19
thinking,19
clean,19
sorry,19
clothes,19
decided,19
bartender,19
group,19
voices,19
different,19
stepped,19
eye,19
idea,19
liquid,19
somebody,19
past,18
reminded,18
straight,18
beneath,18
staring,18
wore,18
raquin,18
remember,18
soon,18
pretty,18
headed,18
whatever,18
telling,18
slowly,18
home,18
recognized,18
turning,18
alley,18
warehouse,18
sounds,18
corner,18
corridor,18
giving,18
lines,18
billy,18
kicked,18
ceiling,18
colors,18
bodies,18
rose,18
strange,18
art,18
silver,17
best,17
rolling,17
chair,17
slow,17
screen,17
stairs,17
cover,17
gold,17
tonight,17
five,17
screamed,17
smoke,17
thick,17
thanks,17
security,17
silent,17
using,17
taken,17
flesh,17
yet,17
making,17
neck,17
clinic,17
lieutenant,17
every,17
cool,17
level,17
information,17
weapons,17
suddenly,17
known,17
hill,17
stearn,17
dope,17
series,16
mostly,16
rolled,16
worked,16
data,16
tight,16
smile,16
funny,16
surprised,16
line,16
standing,16
steel,16
desk,16
aware,16
crystal,16
space,16
ship,16
streets,16
loose,16
ahead,16
ass,16
structure,16
control,16
times,16
friends,16
becky,16
died,16
pointed,16
stupid,16
whispered,16
knife,16
quietly,16
believe,16
bit,16
mirror,16
desert,16
ancient,16
style,16
observatory,16
gang,16
figure,16
covered,16
fear,16
alive,15
prison,15
steps,15
pirhanas,15
boulevard,15
wants,15
al,15
concrete,15
illusion,15
l,15
revolution,15
friend,15
read,15
entered,15
threw,15
filled,15
box,15
